Comments,User name,Created_at,Source,Like,Replies_count,Lang
"""Breaking barriers and challenging norms pave the way for progress in India's cities. Let's continue pushing boundaries! ?? #BreakBarriers #India #PushingBoundaries""",@insta_enthusiast123,6/16/2018 22:20,instagram for Android,0,0,en
"""The strength of Indian cities lies in their commitment to inclusivity and equality for all genders. Let's amplify this commitment! ??? #Inclusivity #India #AmplifyEquality""",@photography_lover21,6/16/2018 22:20,instagram for iPhone,1,315,en
"""Gender equality isn't just a dream; it's a reality we're building in Indian cities every day. Proud to be part of this journey! ?? #DreamToReality #India #BuildingEquality""",@sunny_side98,6/16/2018 22:20,instagram for iPhone,1,100,en
"""Seeing individuals of all genders flourish and succeed in Indian cities is a testament to our collective resilience and determination. ?? #Flourish #India #Resilience""",@pet_lover2022,6/16/2018 22:20,instagram for Android,0,65,en
"""In India's cities, diversity is our strength, and inclusion is our superpower. Let's harness it for a brighter tomorrow! ?? #Strength #India #BrighterTomorrow""",@fitness_guru21,6/16/2018 22:20,instagram for iPhone,0,100,en
"""Every voice raised against gender discrimination echoes the spirit of progress in Indian cities. Let's keep raising our voices! ??? #RaiseYourVoice #India #ProgressSpirit""",@music_lover2024,6/16/2018 22:20,instagram for iPhone,1,13,en
"""The journey towards gender equality in Indian cities is a marathon, not a sprint. Let's stay committed for the long haul! ?????????? #LongHaul #India #Commitment""",@art_lover55,6/16/2018 22:20,instagram for iPhone,0,0,en
"""Every policy and initiative aimed at promoting gender equality in Indian cities brings us closer to a more inclusive society. Let's keep innovating! ?? #Innovate #India #InclusiveSociety""",@bookworm_reader77,6/16/2018 22:20,instagram for iPhone,0,1,en
"""Embracing diversity and championing inclusivity is what makes the fabric of Indian cities so rich and vibrant. Let's continue weaving this tapestry! ?? #RichTapestry #India #Inclusivity""",@movie_buff2023,6/16/2018 22:20,instagram for Android,0,0,en
"""The momentum towards gender equality in Indian cities is palpable and inspiring. Let's ride this wave of change together! ?? #WaveOfChange #India #Inspiration""",@nature_obsessed500,6/16/2018 22:20,instagram Web App,0,4567,en
"""Every step taken to dismantle gender discrimination in Indian cities is a victory for justice and equality. Let's celebrate these victories! ?? #Victory #India #Justice""",@tech_wizard1234,6/16/2018 22:20,instagram for Android,0,19,en
"""Creating safe spaces for all genders in Indian cities is not just a goal; it's a necessity for a thriving community. Let's prioritize safety! ?? #SafeSpaces #India #Priority""",@coffee_lover22,6/16/2018 22:20,instagram for iPhone,1,0,en
"""The commitment to gender equality in Indian cities sends a powerful message of hope and progress to the world. Let's keep leading by example! ?? #Hope #India #LeadingByExample""",@beach_babe567,6/16/2018 22:20,instagram for iPhone,1,86,en
"""Witnessing individuals break free from gender stereotypes and excel in Indian cities fills me with pride and optimism for the future. ?? #BreakFree #India #Optimism""",@diy_enthusiast99,6/16/2018 22:20,instagram for Android,0,2,en
"""In Indian cities, every small act of inclusivity contributes to the larger movement towards gender equality. Let's keep making a difference! ? #MakeADifference #India #InclusivityMovement""",@plant_mom2021,6/16/2018 22:20,instagram Web App,0,100,en
"""The diversity of perspectives in Indian cities fosters a culture of innovation and progress. Let's embrace this diversity! ?? #Diversity #India #InnovationCulture""",@travel_bug22,6/16/2018 22:20,instagram for Android,1,19,en
"""Every effort towards gender equality in Indian cities lays the foundation for a more equitable and prosperous society. Let's keep building! ??? #EquitableSociety #India #Foundation""",@insta_junkie123,6/16/2018 22:20,instagram for iPhone,0,1,en
"""The spirit of resilience and determination in Indian cities fuels our collective journey towards gender equality. Let's keep moving forward! ?? #Resilience #India #MovingForward""",@photography_passion21,6/16/2018 22:20,instagram for iPhone,0,0,en
"""Promoting gender equality in Indian cities isn't just about numbers; it's about creating a culture of inclusivity and respect. Let's cultivate this culture! ?? #InclusivityCulture #India #Respect""",@sunny_days98,6/16/2018 22:20,instagram for Android,0,100,en
"""The mosaic of identities in Indian cities is what makes our communities vibrant and resilient. Let's celebrate this diversity! ?? #VibrantCommunities #India #DiversityCelebration""",@pet_lover2022,6/16/2018 22:20,instagram for iPhone,0,1,en
"""Every individual has the right to live free from discrimination in Indian cities. Let's protect and uphold this right for all genders! ? #HumanRights #India #EqualityForAll""",@fitness_fanatic21,6/16/2018 22:20,instagram for iPhone,1,161,en
"""The dedication to gender equality in Indian cities is a testament to our collective commitment to justice and progress. Let's keep the momentum going! ?? #Justice #India #Momentum""",@music_maniac88,6/16/2018 22:20,instagram for iPhone,1,0,en
"""In Indian cities, every step towards gender equality is a step towards a brighter, more inclusive future for all. Let's keep taking those steps! ?????????? #InclusiveFuture #India #BrighterTomorrow""",@artistic_vision55,6/16/2018 22:20,instagram for Android,0,81,en
"""The journey towards gender equality in Indian cities is marked by small victories and significant milestones. Let's celebrate each one! ?? #Victories #India #Milestones""",@book_lover77,6/16/2018 22:20,instagram Web App,0,51,en
"""The vibrancy of Indian cities stems from their embrace of diversity and inclusion. Let's continue nurturing this vibrancy! ?? #EmbraceDiversity #India #NurtureInclusion""",@movie_addict2023,6/16/2018 22:20,instagram for Android,0,1,en
"""Every initiative aimed at promoting gender equality in Indian cities is a step towards building a more just and equitable society. Let's keep pushing for progress! ?? #EquitableSociety #India #PushForProgress""",@nature_enthusiast500,6/16/2018 22:20,instagram for iPhone,0,19,en
"""The commitment to gender equality in Indian cities reflects our values of fairness, respect, and dignity for all. Let's continue embodying these values! ?? #Fairness #India #Respect""",@tech_whiz1234,6/16/2018 22:20,instagram for iPhone,0,3,en
"""In Indian cities, every individual has the right to live authentically and free from discrimination. Let's create spaces where everyone feels seen and heard! ??????? #Authenticity #India #InclusiveSpaces""",@coffee_lover22,6/16/2018 22:20,instagram for Android,1,14,en
"""The spirit of innovation and resilience in Indian cities fuels our collective efforts towards gender equality. Let's harness this spirit for positive change! ?? #Innovation #India #Resilience""",@beach_bum567,6/16/2018 22:20,instagram for iPhone,1,2,en
"""The commitment to gender equality in Indian cities sets a powerful example for communities worldwide. Let's continue leading the way! ?? #Leadership #India #GlobalExample""",@diy_enthusiast99,6/16/2018 22:20,instagram for Android,0,24,en
"""In Indian cities, every voice raised in support of gender equality amplifies the call for justice and inclusivity. Let's keep amplifying these voices! ??? #AmplifyVoices #India #Justice""",@plant_parent2021,6/16/2018 22:20,instagram for iPhone,0,100,en
"""The diversity of perspectives and experiences in Indian cities enriches our understanding of gender equality. Let's continue learning and growing together! ?? #LearningTogether #India #Growth""",@travel_enthusiast22,6/16/2018 22:20,instagram for iPhone,1,100,en
"""The resilience and determination of individuals in Indian cities inspire us to continue pushing for gender equality. Let's never lose sight of our goal! ?? #Determination #India #Goal""",@insta_fan123,6/16/2018 22:20,instagram for Android,0,0,en
"""The commitment to gender equality in Indian cities reflects our collective belief in the inherent worth and dignity of every individual. Let's continue upholding these values! ? #Dignity #India #Values""",@photography_hobbyist21,6/16/2018 22:20,instagram for iPhone,0,315,en
"""In Indian cities, every act of kindness and empathy contributes to the larger movement towards gender equality. Let's keep spreading kindness! ?? #Kindness #India #Empathy""",@sunny_days98,6/16/2018 22:20,instagram Web App,0,0,en
"""The dedication to gender equality in Indian cities demonstrates our collective commitment to building a more inclusive and equitable society. Let's keep working towards this vision! ?? #InclusiveSociety #India #EquitableFuture""",@pet_parent2022,6/16/2018 22:20,instagram.io,1,0,en
"""The momentum towards gender equality in Indian cities is fueled by the collective efforts of individuals and communities. Let's keep this momentum going! ?? #Momentum #India #CollectiveEfforts""",@fitness_freak21,6/16/2018 22:20,instagram for Android,0,20,en
"""In Indian cities, every individual has the right to live and thrive without fear of discrimination. Let's create environments where everyone feels safe and supported! ?? #SafeEnvironments #India #Support""",@music_addict88,6/16/2018 22:20,instagram Web App,1,0,en
"""The commitment to gender equality in Indian cities is a testament to our collective belief in the power of inclusivity and respect. Let's continue championing these values! ?? #Inclusivity #India #Respect""",@art_lover55,6/16/2018 22:20,instagram for Android,0,2,en
"""In Indian cities, every step towards gender equality brings us closer to a future where all individuals can live and thrive without barriers. Let's keep breaking down these barriers! ?? #BreakBarriers #India #ThriveTogether""",@bookworm_reader77,6/16/2018 22:20,instagram for iPhone,1,20,en
"""The spirit of collaboration and solidarity in Indian cities fuels our collective journey towards gender equality. Let's continue supporting and uplifting one another! ?? #Solidarity #India #Support""",@movie_enthusiast2023,6/16/2018 22:20,instagram for iPhone,0,2,en
"""The commitment to gender equality in Indian cities reflects our collective aspiration for a future where all individuals are treated with dignity and respect. Let's keep working towards this vision! ?? #Dignity #India #Respect""",@nature_wanderer500,6/16/2018 22:20,instagram for Android,0,100,en
"""In Indian cities, every act of advocacy and allyship contributes to the larger movement towards gender equality. Let's continue standing up for what's right! ? #Advocacy #India #Allyship""",@tech_genius1234,6/16/2018 22:21,instagram for iPhone,0,81,en
"""Gender discrimination still plagues our cities in India, hindering progress and perpetuating injustice. #Injustice #India #GenderDiscrimination""",@coffee_crazy22,6/16/2018 22:21,instagram Web App,0,0,en
"""It's disheartening to witness the deep-rooted gender biases that persist in Indian urban areas. We have a long road ahead to tackle this issue. #GenderBias #India #LongRoadAhead""",@beach_vibes567,6/16/2018 22:21,instagram.io,0,41,en
"""The normalization of gender discrimination in India's cities is a shameful reflection of our society's failures. We must do better. #ShamefulReality #India #DoBetter""",@diy_lover99,6/16/2018 22:21,instagram for Android,0,0,en
"""In Indian cities, gender discrimination not only divides communities but also stifles the potential of individuals. We need change. #StifledPotential #India #NeedChange""",@plant_lover2021,6/16/2018 22:21,instagram Web App,1,0,en
"""The prevalence of gender discrimination in India's urban landscape highlights the urgent need for systemic reform. #SystemicReform #India #UrgentNeed""",@traveler_at_heart22,6/16/2018 22:21,instagram Web App,0,0,en
"""Gender discrimination in India's cities perpetuates cycles of oppression and marginalization, depriving countless individuals of their rights and opportunities. #Oppression #India #Marginalization""",@insta_enthusiast123,6/16/2018 22:21,instagram Web App,0,0,en
"""The normalization of gender discrimination in India's cities is a stark reminder of the entrenched inequalities that persist in our society. #EntrenchedInequality #India #GenderDiscrimination""",@photography_lover21,6/16/2018 22:21,instagram Web App,1,41,en
"""In Indian cities, gender discrimination undermines the principles of equality and justice that are fundamental to a democratic society. #EqualityAndJustice #India #Democracy""",@sunny_side98,6/16/2018 22:21,instagram Web App,1,0,en
"""The prevalence of gender discrimination in India's urban areas reflects a deeply ingrained culture of sexism and misogyny that we must actively challenge. #Sexism #India #Misogyny""",@pet_lover2022,6/16/2018 22:21,instagram Web App,0,71,en
"""Gender discrimination in India's cities robs individuals of their dignity and diminishes the fabric of our communities. #RobbedDignity #India #DiminishedCommunities""",@adventure_time21,6/16/2018 22:21,instagram.io,0,0,en
"""The normalization of gender discrimination in India's cities perpetuates harmful stereotypes and reinforces power imbalances. #Stereotypes #India #PowerImbalance""",@fashion_queen88,6/16/2018 22:21,instagram Web App,1,6857,en
"""In Indian cities, gender discrimination not only harms individuals but also weakens the social cohesion that is essential for progress. #WeakensCohesion #India #SocialProgress""",@foodie_adventures365,6/16/2018 22:21,instagram for Android,0,3291,en
"""The prevalence of gender discrimination in India's urban areas underscores the urgent need for education and awareness to combat deeply ingrained biases. #Education #India #CombatBiases""",@wanderlust_explorer22,6/16/2018 22:21,instagram Web App,0,4567,en
"""Gender discrimination in India's cities denies women and marginalized genders the opportunities they deserve, hindering the growth of our society as a whole. #DeniedOpportunities #India #HinderedGrowth""",@fitness_junkie99,6/16/2018 22:21,instagram for Android,1,324,en
"""The normalization of gender discrimination in India's cities perpetuates harmful power dynamics that oppress and silence marginalized voices. #PowerDynamics #India #SilencedVoices""",@music_lover2024,6/16/2018 22:21,instagram for iPhone,1,0,en
"""In Indian cities, gender discrimination perpetuates a vicious cycle of inequality that stifles progress and perpetuates suffering. #ViciousCycle #India #Inequality""",@artistic_soul55,6/16/2018 22:21,instagram for iPhone,0,0,en
"""The prevalence of gender discrimination in India's urban areas highlights the urgent need for comprehensive legal reforms to protect the rights of all individuals. #LegalReforms #India #ProtectRights""",@bookworm_reader77,6/16/2018 22:21,instagram for Android,0,5,en
"""Gender discrimination in India's cities creates barriers that prevent women and marginalized genders from fully participating in economic and social life. #BarriersToParticipation #India #EconomicParticipation""",@movie_buff2023,6/16/2018 22:21,instagram for iPhone,0,0,en
"""The normalization of gender discrimination in India's cities perpetuates harmful societal norms that hinder the advancement of gender equality. #HarmfulNorms #India #GenderEquality""",@nature_lover500,6/16/2018 22:21,instagram for iPhone,0,7,en
"""In Indian cities, gender discrimination undermines the principles of fairness and justice that are essential for building a cohesive society. #FairnessAndJustice #India #CohesiveSociety""",@tech_guru1234,6/16/2018 22:21,instagram for iPhone,1,161,en
"""Addressing gender discrimination in India's cities requires a concerted effort from all sectors of society. #ConcertedEffort #India #GenderDiscrimination""",@coffee_addict22,6/16/2018 22:21,instagram for iPhone,1,8,en
"""Creating awareness about the impact of gender discrimination is the first step towards fostering positive change in India's urban areas. #Awareness #India #PositiveChange""",@beach_babe567,6/16/2018 22:21,instagram for Android,0,10,en
"""In Indian cities, promoting gender diversity and inclusivity benefits not only individuals but also the community as a whole. #DiversityAndInclusion #India #CommunityBenefits""",@diy_crafter99,6/16/2018 22:21,instagram Web App,0,0,en
"""Acknowledging the existence of gender discrimination is the first step towards creating a more equitable society in India's cities. #EquitableSociety #India #GenderDiscrimination""",@plant_parent2021,6/16/2018 22:21,instagram for Android,1,0,en
"""Empowering women and marginalized genders in Indian cities leads to more resilient and vibrant communities for all. #ResilientCommunities #India #VibrantCommunities""",@travel_bug11,6/16/2018 22:21,instagram for iPhone,1,100,en
"""Gender discrimination undermines the potential of our cities to be inclusive and welcoming spaces for all residents. #InclusiveSpaces #India #WelcomingEnvironment""",@insta_addict123,6/16/2018 22:21,instagram for iPhone,1,0,en
"""The journey towards gender equality in India's cities requires a commitment to challenging stereotypes and promoting diversity. #ChallengeStereotypes #India #GenderEquality""",@photography_lover21,6/16/2018 22:21,instagram for Android,1,5,en
"""Promoting gender equality in India's cities requires systemic changes in policies and practices to ensure fairness and inclusivity. #SystemicChanges #India #Fairness""",@sunny_smiles98,6/16/2018 22:21,instagram Web App,0,0,en
"""Gender discrimination in India's cities highlights the need for proactive measures to address deep-rooted biases and prejudices. #ProactiveMeasures #India #AddressBiases""",@pet_lover2022,6/16/2018 22:21,instagram for Android,0,2,en
"""In Indian cities, fostering empathy and understanding towards diverse gender experiences is essential for building inclusive communities. #Empathy #India #InclusiveCommunities""",@fitness_fanatic21,6/16/2018 22:21,instagram for iPhone,0,1,en
"""Gender discrimination in Indian cities is a harsh reality that we must confront and dismantle. #DiscriminationReality #India #ConfrontIt""",@music_maniac88,6/16/2018 22:21,instagram for iPhone,0,0,en
"""It's disheartening to see the pervasive gender bias in Indian urban areas. We need urgent action. #GenderBias #India #UrgentActionNeeded""",@artistic_vision55,6/16/2018 22:21,instagram for Android,0,5,en
"""Gender discrimination in Indian cities perpetuates inequality and injustice. It's time for change. #Inequality #India #TimeForChange""",@book_lover77,6/16/2018 22:21,instagram for iPhone,0,19,en
"""The prevalence of gender discrimination in Indian cities is a stain on our society's progress. #SocietyStain #India #DiscriminationReality""",@movie_addict2023,6/16/2018 22:21,instagram for iPhone,0,4,en
"""In Indian cities, gender discrimination continues to marginalize and oppress. We must stand against it. #StandAgainstDiscrimination #India #Marginalization""",@nature_enthusiast500,6/16/2018 22:21,instagram for iPhone,0,161,en
"""The normalization of gender discrimination in Indian cities is unacceptable. We need to challenge this status quo. #ChallengeStatusQuo #India #UnacceptableNorms""",@tech_whiz1234,6/16/2018 22:21,instagram for Android,0,283,en
"""Gender discrimination in Indian cities perpetuates cycles of injustice that must be addressed. #AddressInjustice #India #DiscriminationCycle""",@coffee_lover22,6/16/2018 22:21,instagram Web App,0,100,en
"""The prevalence of gender discrimination in Indian urban areas is a reflection of systemic failures in our society. #SystemicFailures #India #PersistentDiscrimination""",@beach_bum567,6/16/2018 22:21,instagram for Android,1,2,en
"""In Indian cities, gender discrimination undermines efforts towards building a fair and just society. #UnderminingEfforts #India #GenderDiscrimination""",@diy_enthusiast99,6/16/2018 22:21,instagram for iPhone,1,47,en
"""The normalization of gender discrimination in Indian cities perpetuates harmful stereotypes and biases. #HarmfulStereotypes #India #DiscriminationNormalization""",@plant_parent2021,6/16/2018 22:21,instagram for iPhone,0,21,en
"""Gender discrimination in Indian cities perpetuates a culture of silence and oppression. #CultureOfOppression #India #GenderDiscrimination""",@travel_enthusiast22,6/16/2018 22:21,instagram for Android,0,0,en
"""The prevalence of gender discrimination in Indian urban areas is a barrier to social progress and harmony. #BarrierToProgress #India #SocialHarmony""",@insta_fan123,6/16/2018 22:21,instagram for iPhone,0,0,en
"""In Indian cities, gender discrimination denies individuals their basic rights and dignity. We must fight against it. #FightForRights #India #GenderDiscrimination""",@photography_hobbyist21,6/16/2018 22:21,instagram Web App,1,100,en
"""The normalization of gender discrimination in Indian cities perpetuates harmful societal norms. #HarmfulSocietalNorms #India #DiscriminationNormalization""",@sunny_days98,6/16/2018 22:21,instagram for Android,0,2,en
"""Gender discrimination in Indian cities perpetuates cycles of violence and oppression. We must break this cycle. #BreakTheCycle #India #ViolenceOppression""",@pet_lover2022,6/16/2018 22:21,instagram for iPhone,1,0,en
"""The prevalence of gender discrimination in Indian urban areas is a reflection of our failure to uphold human rights. #HumanRightsFailure #India #PersistentDiscrimination""",@fitness_freak21,6/16/2018 22:21,instagram for iPhone,0,0,en
"""In Indian cities, gender discrimination erodes trust in our institutions and communities. #ErodeTrust #India #GenderDiscrimination""",@music_addict88,6/16/2018 22:21,instagram for Android,0,71,en
"""The normalization of gender discrimination in Indian cities perpetuates harmful stereotypes and prejudices. #HarmfulPrejudices #India #DiscriminationNormalization""",@art_lover55,6/16/2018 22:21,instagram for iPhone,0,2,en
"""Gender discrimination in Indian cities perpetuates a culture of inequality that we must dismantle. #DismantleInequality #India #GenderDiscrimination""",@bookworm_reader77,6/16/2018 22:21,instagram for Android,1,0,en
"""The prevalence of gender discrimination in Indian urban areas is a barrier to social cohesion and progress. #BarrierToCohesion #India #SocialProgress""",@movie_enthusiast2023,6/16/2018 22:21,instagram for Android,1,0,en
