Comments,User name,Created_at,Source,Like,Replies_count,Lang
"""We must hold perpetrators of stalking accountable for their actions.""",discover_new_places123,10/16/2019 22:07,instagram for iPhone,1,0,en
"""Stalking victims deserve to be heard, believed, and supported without judgment.""",wanderer_by_nature789,10/16/2019 22:07,instagram for Android,1,100,en
"""Stalking can escalate to more serious forms of violence if not addressed promptly.""",adventure_lover_22,10/16/2019 22:07,instagram for iPhone,1,1,en
"""Let's challenge attitudes that minimize the seriousness of stalking behaviors.""",wanderlust_junkie99,10/16/2019 22:07,instagram for iPhone,1,161,en
"""Stalking victims may experience feelings of isolation and helplessness.""",explore_the_outdoors123,10/16/2019 22:07,instagram for iPhone,0,0,en
"""We need to educate the public about the signs of stalking and how to intervene.""",wanderlust_adventure456,10/16/2019 22:06,instagram for Android,0,81,en
"""Stalking can happen to anyone, regardless of gender, age, or background.""",adventure_seeker_22,10/16/2019 22:06,instagram Web App,0,51,en
"""It's important to take stalking seriously and not dismiss it as harmless behavior.""",wanderlust_spirit99,10/16/2019 22:06,instagram for Android,0,1,en
"""Stalking victims may experience significant disruptions to their daily lives.""",discover_the_magic123,10/16/2019 22:06,instagram for iPhone,0,19,en
"""We must address the societal factors that contribute to the prevalence of stalking.""",wanderer_of_dreams789,10/16/2019 22:05,instagram for iPhone,0,3,en
"""Stalking is a violation of personal autonomy and must be addressed through legal and social means.""",adventure_time_22,10/16/2019 22:05,instagram for Android,0,14,en
"""Let's support research initiatives that aim to better understand the dynamics of stalking.""",wanderlust_passion99,10/16/2019 22:05,instagram for iPhone,0,2,en
"""Stalking victims may face challenges in accessing support services and resources.""",explore_the_unknown123,10/16/2019 22:04,instagram for Android,0,24,en
"""We need to address the cultural attitudes and beliefs that perpetuate stalking behaviors.""",wanderer_of_places456,10/16/2019 22:04,instagram for iPhone,0,100,en
"""Stalking can have a profound impact on victims' sense of safety and well-being.""",adventure_addict_22,10/16/2019 22:04,instagram for iPhone,1,100,en
"""Let's create spaces where victims feel empowered to speak out about their experiences with stalking.""",wanderlust_obsessed99,10/16/2019 22:04,instagram for Android,1,0,en
"""Stalking behaviors are often driven by a desire for power and control over the victim.""",discover_the_world123,10/16/2019 22:04,instagram for iPhone,0,315,en
"""It's important to take proactive measures to prevent stalking before it escalates.""",wanderer_at_heart789,10/16/2019 22:03,instagram Web App,0,0,en
"""Stalking victims may experience feelings of fear, anxiety, and distress.""",adventure_always_22,10/16/2019 22:03,instagram.io,0,0,en
"""We need to challenge the normalization of stalking behaviors in popular culture.""",wanderlust_dreamer99,10/16/2019 22:02,instagram for Android,1,20,en
"""Stalking victims may feel hesitant to seek help due to shame or embarrassment.""",explore_the_beauty123,10/16/2019 22:02,instagram Web App,0,0,en
"""Stalking can have serious implications for victims' mental and emotional health.""",wanderer_of_life456,10/16/2019 22:02,instagram for Android,1,2,en
"""We must address the systemic factors that contribute to the perpetuation of stalking.""",adventure_awaits_22,10/16/2019 22:02,instagram for iPhone,0,20,en
"""Stalking behaviors can be indicative of underlying issues such as misogyny and entitlement.""",wanderlust_explorer99,10/16/2019 22:02,instagram for iPhone,0,2,en
"""Let's create supportive communities where victims of stalking feel validated and supported.""",discover_new_places123,10/16/2019 22:02,instagram for Android,0,100,en
"""Stalking victims may experience disruptions in their social and professional lives.""",wanderer_by_nature789,10/16/2019 22:01,instagram for iPhone,0,81,en
"""It's important to recognize the intersectionality of stalking and its disproportionate impact on marginalized communities.""",adventure_lover_22,10/16/2019 22:01,instagram Web App,1,0,en
"""Stalking behaviors can escalate if not addressed early on, posing a threat to the safety of victims.""",wanderlust_junkie99,10/16/2019 22:01,instagram.io,1,41,en
"""Stalking victims may experience feelings of isolation and alienation from their communities.""",explore_the_outdoors123,10/16/2019 22:01,instagram for Android,0,0,en
"""We must challenge victim-blaming narratives that shift responsibility away from perpetrators.""",wanderlust_adventure456,10/16/2019 22:01,instagram Web App,0,0,en
"""Stalking can have serious legal implications for perpetrators, including criminal charges.""",adventure_seeker_22,10/16/2019 22:01,instagram Web App,0,0,en
"""Let's advocate for survivor-centered approaches to addressing stalking and supporting victims.""",wanderlust_spirit99,10/16/2019 22:00,instagram Web App,0,0,en
"""Stalking behaviors are often rooted in a sense of entitlement and possessiveness over the victim.""",discover_the_magic123,10/16/2019 22:00,instagram Web App,1,41,en
"""Stalking victims may experience feelings of powerlessness and vulnerability.""",wanderer_of_dreams789,10/16/2019 22:00,instagram Web App,1,0,en
"""We need to address the societal norms that perpetuate toxic attitudes towards stalking.""",adventure_time_22,10/16/2019 22:00,instagram Web App,0,71,en
"""Stalking can have a significant impact on victims' mental health, leading to anxiety, depression, and PTSD.""",wanderlust_passion99,10/16/2019 22:00,instagram.io,0,0,en
"""Stalking behaviors are often fueled by a desire to intimidate, control, or harass the victim.""",explore_the_unknown123,10/16/2019 21:59,instagram Web App,0,6857,en
"""Let's challenge the minimization of stalking behaviors in popular media and entertainment.""",wanderer_of_places456,10/16/2019 21:59,instagram for Android,1,3291,en
"""Stalking victims may experience disruptions in their sense of safety and security.""",adventure_addict_22,10/16/2019 21:59,instagram Web App,1,4567,en
"""We must create spaces where victims feel safe to disclose their experiences with stalking without fear of judgment or retaliation.""",wanderlust_obsessed99,10/16/2019 21:59,instagram for Android,0,324,en
"""Stalking behaviors can escalate over time, posing an increasing risk to the safety of victims.""",discover_the_world123,10/16/2019 21:59,instagram for iPhone,0,0,en
"""Stalking victims may experience feelings of shame, guilt, and self-blame.""",wanderer_at_heart789,10/16/2019 21:59,instagram for iPhone,0,0,en
"""We need to address the gendered nature of stalking and its disproportionate impact on women and girls.""",adventure_always_22,10/16/2019 21:59,instagram for Android,0,5,en
"""Stalking behaviors are often enabled by societal attitudes that minimize the seriousness of the issue.""",wanderlust_dreamer99,10/16/2019 21:58,instagram for iPhone,1,0,en
"""Let's challenge the normalization of stalking behaviors in online spaces and social media.""",explore_the_beauty123,10/16/2019 21:58,instagram for iPhone,1,7,en
"""Stalking can have long-term consequences for victims, including difficulties in forming trusting relationships.""",wanderer_of_life456,10/16/2019 21:58,instagram for iPhone,0,161,en
"""Stalking victims may experience disruptions in their sense of privacy and personal space.""",adventure_awaits_22,10/16/2019 21:58,instagram for iPhone,0,8,en
"""We must address the cultural beliefs and attitudes that perpetuate stalking behaviors.""",wanderlust_explorer99,10/16/2019 21:58,instagram for Android,0,10,en
"""Stalking behaviors are often rooted in a sense of entitlement and ownership over the victim.""",discover_new_places123,10/16/2019 21:57,instagram Web App,1,0,en
"""Let's support initiatives that aim to raise awareness about the signs and effects of stalking.""",wanderer_by_nature789,10/16/2019 21:57,instagram for Android,1,0,en
"""Stalking victims may experience challenges in accessing support and resources due to systemic barriers.""",adventure_lover_22,10/16/2019 21:56,instagram for iPhone,0,100,en
"""We need to challenge the societal norms that contribute to the normalization of stalking behaviors.""",wanderlust_junkie99,10/16/2019 21:56,instagram for iPhone,0,0,en
"""Stalking behaviors can have serious legal consequences for perpetrators, including restraining orders and criminal charges.""",explore_the_outdoors123,10/16/2019 21:56,instagram for Android,0,5,en
"""Let's create communities where victims feel supported and validated in their experiences with stalking.""",wanderlust_adventure456,10/16/2019 21:56,instagram Web App,0,0,en
"""Stalking victims may experience feelings of fear, anxiety, and hypervigilance.""",adventure_seeker_22,10/16/2019 21:56,instagram for Android,1,2,en
"""We must address the cultural attitudes and beliefs that contribute to the minimization of stalking behaviors.""",wanderlust_spirit99,10/16/2019 21:56,instagram for iPhone,1,1,en
"""Stalking behaviors are often fueled by a sense of entitlement and control over the victim's life.""",discover_the_magic123,10/16/2019 21:55,instagram for iPhone,0,0,en
"""Let's challenge the victim-blaming narratives that shift responsibility away from perpetrators and onto victims.""",wanderer_of_dreams789,10/16/2019 21:55,instagram for Android,0,5,en
"""Stalking victims may experience disruptions in their sense of safety and well-being.""",adventure_time_22,10/16/2019 21:55,instagram for iPhone,0,19,en
"""We need to address the systemic factors that contribute to the perpetuation of stalking behaviors.""",wanderlust_passion99,10/16/2019 21:55,instagram for iPhone,1,4,en
"""Stalking behaviors can have serious implications for victims' mental and emotional health.""",explore_the_unknown123,10/16/2019 21:55,instagram for iPhone,1,161,en
"""Let's create supportive communities where victims of stalking feel validated and supported.""",wanderer_of_places456,10/16/2019 21:55,instagram for Android,0,283,en
"""Stalking victims may experience disruptions in their social and professional lives.""",adventure_addict_22,10/16/2019 21:54,instagram Web App,0,100,en
"""It's important to recognize the intersectionality of stalking and its disproportionate impact on marginalized communities.""",wanderlust_obsessed99,10/16/2019 21:54,instagram for Android,0,2,en
"""Stalking behaviors can escalate if not addressed early on, posing a threat to the safety of victims.""",discover_the_world123,10/16/2019 21:54,instagram for iPhone,0,47,en
"""Stalking victims may experience feelings of isolation and alienation from their communities.""",wanderer_at_heart789,10/16/2019 21:54,instagram for iPhone,1,21,en
"""We must challenge victim-blaming narratives that shift responsibility away from perpetrators.""",adventure_always_22,10/16/2019 21:54,instagram for Android,1,0,en
"""Stalking behaviors are often rooted in a sense of entitlement and possessiveness over the victim.""",wanderlust_dreamer99,10/16/2019 21:54,instagram for iPhone,0,0,en
"""Stalking victims may experience feelings of powerlessness and vulnerability.""",explore_the_beauty123,10/16/2019 21:54,instagram Web App,0,100,en
"""We need to address the societal norms that perpetuate toxic attitudes towards stalking.""",wanderer_of_life456,10/16/2019 21:54,instagram for Android,1,2,en
"""Stalking can have a significant impact on victims' mental health, leading to anxiety, depression, and PTSD.""",adventure_awaits_22,10/16/2019 21:54,instagram for iPhone,0,0,en
"""Stalking behaviors are often fueled by a desire to intimidate, control, or harass the victim.""",wanderlust_explorer99,10/16/2019 21:53,instagram for iPhone,0,0,en
"""Let's challenge the minimization of stalking behaviors in popular media and entertainment.""",discover_new_places123,10/16/2019 21:53,instagram for Android,0,71,en
"""Stalking victims may experience disruptions in their sense of safety and security.""",wanderer_by_nature789,10/16/2019 21:53,instagram for iPhone,0,2,en
"""We must create spaces where victims feel safe to disclose their experiences with stalking without fear of judgment or retaliation.""",adventure_lover_22,10/16/2019 21:53,instagram for Android,0,0,en
"""Stalking behaviors can escalate over time, posing an increasing risk to the safety of victims.""",wanderlust_junkie99,10/16/2019 21:53,instagram for Android,1,0,en
